Year,Total Item View,Item Id,View Ranking
2013,6,260,7
2013,6,2457,7
2013,6,1619,7
2013,6,2609,7
2013,6,1316,7
2013,6,3988,7
2013,6,1519,7
2013,6,2642,7
2013,6,2846,7
2013,6,127,7
2013,6,461,7
2013,6,36,7
2013,6,2402,7
2013,6,1574,7
2013,6,2904,7
2013,6,942,7
2013,6,1111,7
2013,6,2270,7
2013,6,15,7
2013,6,2205,7
2013,6,1732,7
2013,6,2390,7
2013,6,473,7
2013,6,927,7
2013,6,3690,7
2013,6,3950,7
2013,6,1453,7
2013,6,1160,7
2013,6,2730,7
2013,6,2812,7
2013,6,1804,7
2013,6,2907,7
2013,6,762,7
2013,6,1439,7
2013,6,150,7
2013,6,840,7
2013,6,406,7
2013,6,3435,7
2013,6,3671,7
2013,6,2757,7
2013,6,156,7
2013,6,2128,7
2013,6,3841,7
2013,6,2255,7
2013,6,3476,7
2013,6,2039,7
2013,6,1536,7
2013,6,512,7
2013,6,2623,7
2013,6,3013,7
2013,6,445,7
2013,6,679,7
2013,6,1265,7
2013,6,3507,7
2013,6,3235,7
2013,6,1913,7
2013,6,209,7
2013,6,3903,7
2013,6,2013,7
2013,6,2342,7
2013,6,581,7
2013,6,3017,7
2013,6,2688,7
2013,6,1891,7
2013,6,2808,7
2013,6,3416,7
2013,6,2285,7
2013,6,278,7
2013,6,999,7
2013,6,437,7
2013,6,1955,7
2013,6,2676,7
2013,6,550,7
2013,6,518,7
2013,6,135,7
2013,6,1630,7
2013,6,1117,7
2013,6,3731,7
2013,6,1865,7
2013,6,674,7
2013,6,3003,7
2013,6,884,7
2013,6,2400,7
2013,6,707,7
2013,6,2920,7
2013,6,1413,7
2013,6,2233,7
2013,5,934,8
2013,5,2112,8
2013,5,1613,8
2013,5,3845,8
2013,5,1317,8
2013,5,2944,8
2013,5,1928,8
2013,5,2317,8
2013,5,2811,8
2013,5,750,8
2013,5,131,8
2013,5,1524,8
2013,5,2673,8
2013,5,684,8
2013,5,774,8
2013,5,3649,8
2013,5,2543,8
2013,5,325,8
2013,5,2489,8
2013,5,2237,8
2013,5,3280,8
2013,5,3033,8
2013,5,3964,8
2013,5,648,8
2013,5,3142,8
2013,5,703,8
2013,5,1081,8
2013,5,3039,8
2013,5,765,8
2013,5,1143,8
2013,5,2,8
2013,5,2567,8
2013,5,604,8
2013,5,3792,8
2013,5,2434,8
2013,5,427,8
2013,5,3379,8
2013,5,452,8
2013,5,3864,8
2013,5,3793,8
2013,5,2289,8
2013,5,2900,8
2013,5,3085,8
2013,5,3923,8
2013,5,3035,8
2013,5,3500,8
2013,5,1696,8
2013,5,3585,8
2013,5,1171,8
2013,5,2806,8
2013,5,411,8
2013,5,1513,8
2013,5,3761,8
2013,5,2196,8
2013,5,3797,8
2013,5,3840,8
2013,5,2267,8
2013,5,2949,8
2013,5,460,8
2013,5,1424,8
2013,5,2685,8
2013,5,745,8
2013,5,3641,8
2013,5,2882,8
2013,5,2291,8
2013,5,2181,8
2013,5,3685,8
2013,5,3733,8
2013,5,3990,8
2013,5,3539,8
2013,5,2392,8
2013,5,2431,8
2013,5,1187,8
2013,5,428,8
2013,5,390,8
2013,5,3162,8
2013,5,2058,8
2013,5,1469,8
2013,5,1294,8
2013,5,1126,8
2013,5,1968,8
2013,5,3098,8
2013,5,430,8
2013,5,3736,8
2013,5,3814,8
2013,5,2899,8
2013,5,3207,8
2013,5,3981,8
2013,5,223,8
2013,5,409,8
2013,5,2562,8
2013,5,1353,8
2013,5,1214,8
2013,5,530,8
2013,5,611,8
2013,5,3278,8
2013,5,3133,8
2013,5,569,8
2013,5,3266,8
2013,5,1509,8
2013,5,2030,8
2013,5,3203,8
2013,5,509,8
2013,5,2401,8
2013,5,3861,8
2013,5,3878,8
2013,5,2464,8
2013,5,2274,8
2013,5,2719,8
2013,5,19,8
2013,5,2214,8
2013,5,435,8
2013,5,1236,8
2013,5,3031,8
2013,5,1599,8
2013,5,3249,8
2013,5,237,8
2013,5,540,8
2013,5,250,8
2013,5,100,8
2013,5,2440,8
2013,5,505,8
2013,5,3364,8
2013,5,1067,8
2013,5,2539,8
2013,5,1719,8
2013,5,3766,8
2013,5,940,8
2013,5,2180,8
2013,5,299,8
2013,5,1565,8
2013,5,3326,8
2013,5,67,8
2013,5,2968,8
2013,5,2542,8
2013,5,4,8
2013,5,3407,8
2013,5,827,8
2013,5,2243,8
2013,5,2714,8
2013,5,3335,8
2013,5,3983,8
2013,5,1923,8
2013,5,3992,8
2013,5,483,8
2013,5,2818,8
2013,5,3720,8
2013,5,1360,8
2013,5,2638,8
2013,5,129,8
2013,5,631,8
2013,5,851,8
2013,5,928,8
2013,5,2268,8
2013,5,2950,8
2013,5,2554,8
2013,5,3049,8
2013,5,2821,8
2013,5,639,8
2013,5,785,8
2013,5,943,8
2013,5,1582,8
2013,5,3037,8
2013,5,2583,8
2013,5,1210,8
2013,5,3404,8
2013,5,2954,8
2013,5,3594,8
2013,5,3763,8
2013,5,3952,8
2013,5,3965,8
2013,5,1299,8
2013,5,1757,8
2013,5,2094,8
2013,5,3443,8
2013,5,3616,8
2013,5,1944,8
2013,5,3487,8
2013,5,1058,8
2013,5,276,8
2013,5,230,8
2013,5,3436,8
2013,5,1149,8
2013,5,2635,8
2013,5,1796,8
2013,5,1792,8
2013,5,2977,8
2013,5,2217,8
2013,5,2655,8
2013,5,981,8
2013,5,3002,8
2013,5,3724,8
2013,5,91,8
2013,5,2370,8
2013,5,3599,8
2013,5,828,8
2013,5,1283,8
2013,5,3477,8
2013,5,3831,8
2013,5,1103,8
2013,5,731,8
2013,5,1390,8
2013,5,280,8
2013,5,3832,8
2013,5,1534,8
2013,5,2515,8
2013,5,1905,8
2013,5,1425,8
2013,5,694,8
2013,5,456,8
2013,5,1560,8
2013,5,2408,8
2013,5,3574,8
2013,5,3932,8
2013,5,3757,8
2013,5,3928,8
2013,5,1979,8
2013,5,2959,8
2013,5,1083,8
2013,5,8,8
2013,5,455,8
2013,5,1319,8
2013,5,2903,8
2013,5,159,8
2013,5,3229,8
2013,5,3380,8
2013,5,3632,8
2013,5,2759,8
2013,5,620,8
2013,5,2912,8
2013,5,3670,8
2013,5,2695,8
2013,5,1343,8
2013,5,2042,8
2013,5,519,8
2013,5,2064,8
2013,5,2519,8
2013,5,2332,8
2013,5,3260,8
2013,5,3179,8
2013,5,2141,8
2013,5,3271,8
2013,5,651,8
2013,5,1566,8
2013,5,472,8
2013,5,1412,8
2013,5,60,8
2013,5,1441,8
2013,5,1223,8
2013,5,3409,8
2013,5,3892,8
2013,5,826,8
2013,5,1849,8
2013,5,1280,8
2013,5,1557,8
2013,5,86,8
2013,5,2923,8
2013,5,367,8
2013,5,2828,8
2013,5,31,8
2013,5,649,8
2013,5,955,8
2013,5,1260,8
2013,5,3563,8
2013,5,2732,8
2013,5,33,8
2013,5,3895,8
2013,4,2232,9
2013,4,641,9
2013,4,2290,9
2013,4,1501,9
2013,4,2868,9
2013,4,640,9
2013,4,1174,9
2013,4,1071,9
2013,4,1470,9
2013,4,2465,9
2013,4,3625,9
2013,4,1813,9
2013,4,360,9
2013,4,1510,9
2013,4,1482,9
2013,4,2795,9
2013,4,3917,9
2013,4,1273,9
2013,4,2238,9
2013,4,2525,9
2013,4,3982,9
2013,4,241,9
2013,4,761,9
2013,4,236,9
2013,4,757,9
2013,4,1839,9
2013,4,3765,9
2013,4,3190,9
2013,4,1207,9
2013,4,3927,9
2013,4,480,9
2013,4,2541,9
2013,4,3171,9
2013,4,730,9
2013,4,2854,9
2013,4,1917,9
2013,4,3463,9
2013,4,1532,9
2013,4,836,9
2013,4,3876,9
2013,4,1151,9
2013,4,2142,9
2013,4,3421,9
2013,4,2618,9
2013,4,3427,9
2013,4,3564,9
2013,4,3898,9
2013,4,450,9
2013,4,1488,9
2013,4,2193,9
2013,4,1312,9
2013,4,2385,9
2013,4,2483,9
2013,4,2156,9
2013,4,896,9
2013,4,3336,9
2013,4,1368,9
2013,4,213,9
2013,4,771,9
2013,4,3499,9
2013,4,3480,9
2013,4,2470,9
2013,4,3660,9
2013,4,1092,9
2013,4,2474,9
2013,4,2343,9
2013,4,357,9
2013,4,3618,9
2013,4,2606,9
2013,4,2520,9
2013,4,1807,9
2013,4,676,9
2013,4,541,9
2013,4,216,9
2013,4,394,9
2013,4,1332,9
2013,4,1600,9
2013,4,1733,9
2013,4,1247,9
2013,4,1743,9
2013,4,2484,9
2013,4,3752,9
2013,4,1903,9
2013,4,3514,9
2013,4,3725,9
2013,4,1256,9
2013,4,2651,9
2013,4,2160,9
2013,4,2016,9
2013,4,422,9
2013,4,3293,9
2013,4,3384,9
2013,4,914,9
2013,4,2753,9
2013,4,3120,9
2013,4,3704,9
2013,4,2789,9
2013,4,51,9
2013,4,2778,9
2013,4,2665,9
2013,4,3016,9
2013,4,3479,9
2013,4,1786,9
2013,4,1623,9
2013,4,3418,9
2013,4,1550,9
2013,4,1235,9
2013,4,2704,9
2013,4,275,9
2013,4,1671,9
2013,4,1342,9
2013,4,387,9
2013,4,111,9
2013,4,194,9
2013,4,3534,9
2013,4,2682,9
2013,4,1578,9
2013,4,3121,9
2013,4,2479,9
2013,4,1946,9
2013,4,12,9
2013,4,2227,9
2013,4,1254,9
2013,4,805,9
2013,4,1692,9
2013,4,2292,9
2013,4,1156,9
2013,4,647,9
2013,4,1988,9
2013,4,2696,9
2013,4,3555,9
2013,4,6,9
2013,4,2296,9
2013,4,592,9
2013,4,2354,9
2013,4,795,9
2013,4,903,9
2013,4,1115,9
2013,4,193,9
2013,4,3788,9
2013,4,1490,9
2013,4,801,9
2013,4,3943,9
2013,4,1135,9
2013,4,3445,9
2013,4,3887,9
2013,4,3090,9
2013,4,818,9
2013,4,1295,9
2013,4,52,9
2013,4,2070,9
2013,4,501,9
2013,4,2869,9
2013,4,383,9
2013,4,463,9
2013,4,1321,9
2013,4,2307,9
2013,4,2230,9
2013,4,2043,9
2013,4,1036,9
2013,4,3371,9
2013,4,2653,9
2013,4,1941,9
2013,4,2271,9
2013,4,413,9
2013,4,3935,9
2013,4,732,9
2013,4,1406,9
2013,4,2787,9
2013,4,3101,9
2013,4,911,9
2013,4,1954,9
2013,4,1899,9
2013,4,77,9
2013,4,334,9
2013,4,3937,9
2013,4,208,9
2013,4,2079,9
2013,4,3302,9
2013,4,525,9
2013,4,603,9
2013,4,3718,9
2013,4,3041,9
2013,4,772,9
2013,4,2807,9
2013,4,2832,9
2013,4,650,9
2013,4,1507,9
2013,4,3468,9
2013,4,2715,9
2013,4,3987,9
2013,4,586,9
2013,4,1487,9
2013,4,2762,9
2013,4,2208,9
2013,4,941,9
2013,4,384,9
2013,4,2299,9
2013,4,2760,9
2013,4,3772,9
2013,4,3934,9
2013,4,3657,9
2013,4,1148,9
2013,4,3352,9
2013,4,2373,9
2013,4,3381,9
2013,4,97,9
2013,4,1793,9
2013,4,3974,9
2013,4,2909,9
2013,4,2840,9
2013,4,2514,9
2013,4,3366,9
2013,4,1241,9
2013,4,665,9
2013,4,2137,9
2013,4,26,9
2013,4,1229,9
2013,4,852,9
2013,4,3078,9
2013,4,3689,9
2013,4,318,9
2013,4,2476,9
2013,4,2063,9
2013,4,1278,9
2013,4,1961,9
2013,4,1277,9
2013,4,3367,9
2013,4,548,9
2013,4,316,9
2013,4,2658,9
2013,4,974,9
2013,4,1289,9
2013,4,196,9
2013,4,3729,9
2013,4,2531,9
2013,4,2955,9
2013,4,2348,9
2013,4,3515,9
2013,4,2746,9
2013,4,746,9
2013,4,2984,9
2013,4,3780,9
2013,4,2432,9
2013,4,2500,9
2013,4,1871,9
2013,4,105,9
2013,4,1543,9
2013,4,3639,9
2013,4,1337,9
2013,4,3051,9
2013,4,3346,9
2013,4,700,9
2013,4,2875,9
2013,4,690,9
2013,4,3605,9
2013,4,1034,9
2013,4,485,9
2013,4,2981,9
2013,4,3455,9
2013,4,2485,9
2013,4,1163,9
2013,4,1838,9
2013,4,1327,9
2013,4,1514,9
2013,4,1261,9
2013,4,844,9
2013,4,16,9
2013,4,2167,9
2013,4,1989,9
2013,4,3615,9
2013,4,3801,9
2013,4,172,9
2013,4,3691,9
2013,4,860,9
2013,4,294,9
2013,4,2153,9
2013,4,979,9
2013,4,2936,9
2013,4,2073,9
2013,4,2625,9
2013,4,2874,9
2013,4,2667,9
2013,4,1639,9
2013,4,338,9
2013,4,3529,9
2013,4,3321,9
2013,4,3214,9
2013,4,2575,9
2013,4,1893,9
2013,4,3209,9
2013,4,3846,9
2013,4,2652,9
2013,4,3958,9
2013,4,1004,9
2013,4,2463,9
2013,4,128,9
2013,4,3610,9
2013,4,3682,9
2013,4,2512,9
2013,4,2453,9
2013,4,2368,9
2013,4,1695,9
2013,4,2326,9
2013,4,1242,9
2013,4,3466,9
2013,4,706,9
2013,4,642,9
2013,4,1296,9
2013,4,3450,9
2013,4,3968,9
2013,4,766,9
2013,4,1393,9
2013,4,656,9
2013,4,2932,9
2013,4,1077,9
2013,4,246,9
2013,4,2225,9
2013,4,2415,9
2013,4,2116,9
2013,4,2275,9
2013,4,2074,9
2013,4,2018,9
2013,4,2359,9
2013,4,1503,9
2013,4,2672,9
2013,4,1826,9
2013,4,2178,9
2013,4,2425,9
2013,4,143,9
2013,4,1200,9
2013,4,1815,9
2013,4,1401,9
2013,4,433,9
2013,4,3695,9
2013,4,2838,9
2013,4,1677,9
2013,4,481,9
2013,4,1,9
2013,4,528,9
2013,4,1155,9
2013,4,136,9
2013,4,2000,9
2013,4,2169,9
2013,4,2720,9
2013,4,3940,9
2013,4,314,9
2013,4,1397,9
2013,4,3084,9
2013,4,3559,9
2013,4,2406,9
2013,4,1982,9
2013,4,1213,9
2013,4,1863,9
2013,4,733,9
2013,4,3637,9
2013,4,2082,9
2013,4,1062,9
2013,4,1585,9
2013,4,3918,9
2013,4,1234,9
2013,4,1011,9
2013,4,3481,9
2013,4,1883,9
2013,4,226,9
2013,4,282,9
2013,4,2337,9
2013,4,2603,9
2013,4,1953,9
2013,4,162,9
2013,4,3047,9
2013,4,747,9
2013,4,893,9
2013,4,2378,9
2013,4,125,9
2013,4,3146,9
2013,4,3754,9
2013,4,619,9
2013,4,2200,9
2013,4,699,9
2013,4,3904,9
2013,4,1472,9
2013,4,3452,9
2013,4,98,9
2013,4,3015,9
2013,4,669,9
2013,4,2099,9
2013,4,3241,9
2013,4,2047,9
2013,4,930,9
2013,4,1576,9
2013,4,3540,9
2013,4,1890,9
2013,4,3253,9
2013,4,113,9
2013,4,1194,9
2013,4,134,9
2013,4,2857,9
2013,4,1853,9
2013,4,2202,9
2013,4,178,9
2013,4,3272,9
2013,4,1448,9
2013,4,3991,9
2013,4,2389,9
2013,4,1508,9
2013,4,2104,9
2013,4,3265,9
2013,4,1017,9
2013,3,89,10
2013,3,1902,10
2013,3,3360,10
2013,3,3129,10
2013,3,3614,10
2013,3,3329,10
2013,3,2412,10
2013,3,2062,10
2013,3,973,10
2013,3,190,10
2013,3,3911,10
2013,3,2647,10
2013,3,3542,10
2013,3,2410,10
2013,3,243,10
2013,3,737,10
2013,3,3653,10
2013,3,163,10
2013,3,1335,10
2013,3,377,10
2013,3,96,10
2013,3,1178,10
2013,3,257,10
2013,3,1434,10
2013,3,769,10
2013,3,1404,10
2013,3,2241,10
2013,3,2855,10
2013,3,3198,10
2013,3,240,10
2013,3,2829,10
2013,3,3558,10
2013,3,391,10
2013,3,3533,10
2013,3,296,10
2013,3,477,10
2013,3,79,10
2013,3,2726,10
2013,3,1833,10
2013,3,1382,10
2013,3,1603,10
2013,3,751,10
2013,3,2059,10
2013,3,462,10
2013,3,2755,10
2013,3,17,10
2013,3,494,10
2013,3,3255,10
2013,3,3006,10
2013,3,2997,10
2013,3,936,10
2013,3,3907,10
2013,3,3132,10
2013,3,756,10
2013,3,3586,10
2013,3,3642,10
2013,3,2516,10
2013,3,661,10
2013,3,170,10
2013,3,197,10
2013,3,95,10
2013,3,2068,10
2013,3,1375,10
2013,3,2004,10
2013,3,3417,10
2013,3,1601,10
2013,3,2549,10
2013,3,3415,10
2013,3,124,10
2013,3,1338,10
2013,3,146,10
2013,3,1276,10
2013,3,1922,10
2013,3,2135,10
2013,3,3962,10
2013,3,1238,10
2013,3,2723,10
2013,3,3289,10
2013,3,905,10
2013,3,1676,10
2013,3,2725,10
2013,3,1322,10
2013,3,416,10
2013,3,2975,10
2013,3,1310,10
2013,3,587,10
2013,3,1109,10
2013,3,3178,10
2013,3,1654,10
2013,3,3577,10
2013,3,1799,10
2013,3,1373,10
2013,3,3465,10
2013,3,3997,10
2013,3,3916,10
2013,3,2114,10
2013,3,2366,10
2013,3,2530,10
2013,3,759,10
2013,3,199,10
2013,3,1003,10
2013,3,2888,10
2013,3,1392,10
2013,3,3581,10
2013,3,2589,10
2013,3,680,10
2013,3,3325,10
2013,3,2218,10
2013,3,3774,10
2013,3,3353,10
2013,3,1047,10
2013,3,269,10
2013,3,3097,10
2013,3,2176,10
2013,3,597,10
2013,3,1228,10
2013,3,1540,10
2013,3,1366,10
2013,3,3095,10
2013,3,2669,10
2013,3,2313,10
2013,3,1184,10
2013,3,3205,10
2013,3,1649,10
2013,3,3337,10
2013,3,3322,10
2013,3,478,10
2013,3,1088,10
2013,3,2019,10
2013,3,1461,10
2013,3,3807,10
2013,3,3212,10
2013,3,3228,10
2013,3,2496,10
2013,3,1598,10
2013,3,1445,10
2013,3,1281,10
2013,3,3376,10
2013,3,2989,10
2013,3,1391,10
2013,3,1346,10
2013,3,41,10
2013,3,398,10
2013,3,1485,10
2013,3,1215,10
2013,3,18,10
2013,3,1935,10
2013,3,423,10
2013,3,3244,10
2013,3,3099,10
2013,3,1272,10
2013,3,3501,10
2013,3,1212,10
2013,3,2253,10
2013,3,3267,10
2013,3,2992,10
2013,3,3794,10
2013,3,3340,10
2013,3,556,10
2013,3,2980,10
2013,3,2414,10
2013,3,3483,10
2013,3,3922,10
2013,3,3979,10
2013,3,2028,10
2013,3,1363,10
2013,3,3305,10
2013,3,2679,10
2013,3,2132,10
2013,3,2229,10
2013,3,1777,10
2013,3,58,10
2013,3,1116,10
2013,3,198,10
2013,3,3497,10
2013,3,753,10
2013,3,2444,10
2013,3,3740,10
2013,3,3124,10
2013,3,2460,10
2013,3,2182,10
2013,3,2675,10
2013,3,3234,10
2013,3,1834,10
2013,3,1095,10
2013,3,767,10
2013,3,3698,10
2013,3,3513,10
2013,3,1778,10
2013,3,3798,10
2013,3,2491,10
2013,3,2379,10
2013,3,662,10
2013,3,1794,10
2013,3,2382,10
2013,3,1604,10
2013,3,2827,10
2013,3,1041,10
2013,3,2734,10
2013,3,3490,10
2013,3,2957,10
2013,3,3439,10
2013,3,1021,10
2013,3,720,10
2013,3,1645,10
2013,3,1144,10
2013,3,1569,10
2013,3,3572,10
2013,3,862,10
2013,3,1924,10
2013,3,465,10
2013,3,2906,10
2013,3,1039,10
2013,3,1499,10
2013,3,1045,10
2013,3,3254,10
2013,3,181,10
2013,3,2772,10
2013,3,615,10
2013,3,1474,10
2013,3,1963,10
2013,3,2349,10
2013,3,2194,10
2013,3,3651,10
2013,3,3358,10
2013,3,1809,10
2013,3,1141,10
2013,3,42,10
2013,3,2631,10
2013,3,882,10
2013,3,2847,10
2013,3,3061,10
2013,3,126,10
2013,3,880,10
2013,3,3531,10
2013,3,1403,10
2013,3,228,10
2013,3,1063,10
2013,3,1320,10
2013,3,2185,10
2013,3,3413,10
2013,3,575,10
2013,3,2810,10
2013,3,2263,10
2013,3,1612,10
2013,3,2722,10
2013,3,929,10
2013,3,69,10
2013,3,3526,10
2013,3,5,10
2013,3,1840,10
2013,3,2782,10
2013,3,375,10
2013,3,2916,10
2013,3,2173,10
2013,3,2017,10
2013,3,1347,10
2013,3,1055,10
2013,3,1089,10
2013,3,1070,10
2013,3,1595,10
2013,3,944,10
2013,3,876,10
2013,3,340,10
2013,3,3216,10
2013,3,358,10
2013,3,1735,10
2013,3,442,10
2013,3,3310,10
2013,3,1410,10
2013,3,3308,10
2013,3,1879,10
2013,3,511,10
2013,3,1627,10
2013,3,537,10
2013,3,3236,10
2013,3,3052,10
2013,3,2659,10
2013,3,122,10
2013,3,3279,10
2013,3,3312,10
2013,3,1516,10
2013,3,1314,10
2013,3,3316,10
2013,3,1759,10
2013,3,3011,10
2013,3,1562,10
2013,3,1471,10
2013,3,1285,10
2013,3,415,10
2013,3,2593,10
2013,3,425,10
2013,3,1240,10
2013,3,3676,10
2013,3,47,10
2013,3,2668,10
2013,3,2192,10
2013,3,1349,10
2013,3,1797,10
2013,3,1140,10
2013,3,873,10
2013,3,1973,10
2013,3,3363,10
2013,3,1667,10
2013,3,2508,10
2013,3,3461,10
2013,3,1420,10
2013,3,1074,10
2013,3,244,10
2013,3,806,10
2013,3,2890,10
2013,3,2395,10
2013,3,3613,10
2013,3,184,10
2013,3,2898,10
2013,3,1930,10
2013,3,3945,10
2013,3,1284,10
2013,3,992,10
2013,3,2492,10
2013,3,2946,10
2013,3,2889,10
2013,3,2054,10
2013,3,2069,10
2013,3,295,10
2013,3,3644,10
2013,3,810,10
2013,3,2587,10
2013,3,2072,10
2013,3,3824,10
2013,3,1556,10
2013,3,3635,10
2013,3,3753,10
2013,3,722,10
2013,3,3518,10
2013,3,1259,10
2013,3,388,10
2013,3,2330,10
2013,3,2845,10
2013,3,3496,10
2013,3,3096,10
2013,3,1198,10
2013,3,2859,10
2013,3,3504,10
2013,3,3812,10
2013,3,1625,10
2013,3,2602,10
2013,3,1981,10
2013,3,1748,10
2013,3,141,10
2013,3,3370,10
2013,3,595,10
2013,3,2098,10
2013,3,2853,10
2013,3,2691,10
2013,3,2945,10
2013,3,3710,10
2013,3,3167,10
2013,3,2805,10
2013,3,727,10
2013,3,1227,10
2013,3,2823,10
2013,3,2387,10
2013,3,279,10
2013,3,2170,10
2013,3,599,10
2013,3,2133,10
2013,3,3746,10
2013,3,3456,10
2013,3,1747,10
2013,3,2362,10
2013,3,2038,10
2013,3,3608,10
2013,3,1647,10
2013,3,183,10
2013,3,1530,10
2013,3,3578,10
2013,3,2724,10
2013,3,1843,10
2013,3,3410,10
2013,3,3102,10
2013,3,364,10
2013,3,579,10
2013,3,602,10
2013,3,1721,10
2013,3,3680,10
2013,3,1018,10
2013,3,2459,10
2013,3,514,10
2013,3,1633,10
2013,3,1175,10
2013,3,3627,10
2013,3,2573,10
2013,3,3273,10
2013,3,504,10
2013,3,1758,10
2013,3,1860,10
2013,3,286,10
2013,3,1665,10
2013,3,3511,10
2013,3,233,10
2013,3,3583,10
2013,3,3741,10
2013,3,1079,10
2013,3,3464,10
2013,3,1965,10
2013,3,332,10
2013,3,2341,10
2013,3,1872,10
2013,3,2666,10
2013,3,1908,10
2013,3,1881,10
2013,3,857,10
2013,3,3996,10
2013,3,2301,10
2013,3,137,10
2013,3,1456,10
2013,3,2706,10
2013,3,23,10
2013,3,2065,10
2013,3,3673,10
2013,3,3548,10
2013,3,3330,10
2013,3,2740,10
2013,3,3333,10
2013,3,846,10
2013,3,328,10
2013,3,2547,10
2013,3,397,10
2013,3,3071,10
2013,3,2409,10
2013,3,2207,10
2013,3,2442,10
2013,3,1615,10
2013,3,624,10
2013,3,1220,10
2013,3,888,10
2013,3,3176,10
2013,3,3141,10
2013,3,2367,10
2013,3,1918,10
2013,3,1205,10
2013,2,312,11
2013,2,1104,11
2013,2,3224,11
2013,2,2298,11
2013,2,3148,11
2013,2,1962,11
2013,2,218,11
2013,2,224,11
